state,k,neg_schmidt,neg_pt,diff,time_schmidt_ms,time_pt_s
W (N=12),8,0.4714045207910319,,,0.08893013000488281,
W (N=12),9,0.4330127018922195,,,0.07200241088867188,
W (N=12),10,0.37267799624996534,,,0.08177757263183594,
W (N=12),11,0.2763853991962836,,,0.06103515625,
Dicke k=N/2 (N=12),1,0.5000000000000002,,,0.049114227294921875,
Dicke k=N/2 (N=12),2,0.9314515174922577,,,0.04696846008300781,
Dicke k=N/2 (N=12),3,1.2713892158398696,,,0.05698204040527344,
Dicke k=N/2 (N=12),4,1.5141993179274635,,,0.08296966552734375,
Dicke k=N/2 (N=12),5,1.6615205767676113,,,0.14901161193847656,
Dicke k=N/2 (N=12),6,1.7164502164502156,,,0.2789497375488281,
Dicke k=N/2 (N=12),7,1.6615205767676122,,,0.21910667419433594,
Dicke k=N/2 (N=12),8,1.5141993179274627,,,0.1342296600341797,
Dicke k=N/2 (N=12),9,1.271389215839871,,,0.1289844512939453,
Dicke k=N/2 (N=12),10,0.9314515174922577,,,0.11396408081054688,
Dicke k=N/2 (N=12),11,0.5000000000000002,,,0.12111663818359375,
Random (N=12),1,0.499964352877621,,,0.15020370483398438,
Random (N=12),2,1.498740074128913,,,0.164031982421875,
Random (N=12),3,3.4877568118873845,,,0.1671314239501953,
Random (N=12),4,7.36782057079694,,,0.21219253540039062,
Random (N=12),5,14.519560537625281,,,0.3459453582763672,
Random (N=12),6,22.600553594560076,,,0.6170272827148438,
Random (N=12),7,14.497373965211553,,,0.4329681396484375,
Random (N=12),8,7.387059452297688,,,0.3139972686767578,
Random (N=12),9,3.485814360803955,,,0.2410411834716797,
Random (N=12),10,1.4977582170895944,,,0.20885467529296875,
Random (N=12),11,0.4999154337689756,,,0.17213821411132812,
GHZ (N=14),1,0.4999999999999998,,,0.2770423889160156,
GHZ (N=14),2,0.4999999999999998,,,0.2529621124267578,
GHZ (N=14),3,0.4999999999999998,,,0.2570152282714844,
GHZ (N=14),4,0.4999999999999998,,,0.3390312194824219,
GHZ (N=14),5,0.4999999999999998,,,0.3998279571533203,
GHZ (N=14),6,0.4999999999999998,,,0.4100799560546875,
GHZ (N=14),7,0.4999999999999998,,,0.46515464782714844,
GHZ (N=14),8,0.4999999999999998,,,17.216205596923828,
GHZ (N=14),9,0.4999999999999998,,,0.3859996795654297,
GHZ (N=14),10,0.4999999999999998,,,0.22983551025390625,
GHZ (N=14),11,0.4999999999999998,,,0.2079010009765625,
GHZ (N=14),12,0.4999999999999998,,,0.19478797912597656,
GHZ (N=14),13,0.4999999999999998,,,0.18906593322753906,
W (N=14),1,0.2575393768188565,,,0.2040863037109375,
W (N=14),2,0.3499271061118826,,,0.18310546875,
W (N=14),3,0.4103259033241451,,,0.1900196075439453,
W (N=14),4,0.4517539514526252,,,0.2791881561279297,
W (N=14),5,0.4791574237499553,,,0.26702880859375,
W (N=14),6,0.4948716593053937,,,0.40602684020996094,
W (N=14),7,0.4999999999999998,,,0.3719329833984375,
W (N=14),8,0.49487165930539334,,,0.40602684020996094,
W (N=14),9,0.4791574237499553,,,0.37097930908203125,
W (N=14),10,0.4517539514526252,,,0.3390312194824219,
W (N=14),11,0.4103259033241451,,,0.30994415283203125,
W (N=14),12,0.3499271061118826,,,0.25582313537597656,
W (N=14),13,0.2575393768188565,,,0.3139972686767578,
Dicke k=N/2 (N=14),1,0.4999999999999998,,,0.35500526428222656,
Dicke k=N/2 (N=14),2,0.9357808761470554,,,0.28014183044433594,
Dicke k=N/2 (N=14),3,1.2882269819968961,,,0.28586387634277344,
Dicke k=N/2 (N=14),4,1.5547297900341328,,,0.37288665771484375,
Dicke k=N/2 (N=14),5,1.739398159163204,,,0.4839897155761719,
Dicke k=N/2 (N=14),6,1.8483862933068318,,,1.02996826171875,
Dicke k=N/2 (N=14),7,1.8869463869463878,,,2.3720264434814453,
Dicke k=N/2 (N=14),8,1.8483862933068318,,,1.5761852264404297,
Dicke k=N/2 (N=14),9,1.7393981591632048,,,1.1470317840576172,
Dicke k=N/2 (N=14),10,1.5547297900341301,,,0.7410049438476562,
Dicke k=N/2 (N=14),11,1.288226981996894,,,0.8249282836914062,
Dicke k=N/2 (N=14),12,0.9357808761470519,,,0.6649494171142578,
Dicke k=N/2 (N=14),13,0.4999999999999998,,,0.5559921264648438,
Random (N=14),1,0.499948278183837,,,0.6461143493652344,
Random (N=14),2,1.4992266651772308,,,0.6630420684814453,
Random (N=14),3,3.495599626270774,,,0.6291866302490234,
Random (N=14),4,7.46800381167816,,,0.7021427154541016,
Random (N=14),5,15.248262799714128,,,0.8759498596191406,
Random (N=14),6,29.48565313525955,,,1.5079975128173828,
Random (N=14),7,45.76280601557143,,,2.8848648071289062,
Random (N=14),8,29.489562268525408,,,2.08282470703125,
Random (N=14),9,15.247768146379201,,,1.2979507446289062,
Random (N=14),10,7.469408306496265,,,1.0869503021240234,
Random (N=14),11,3.496943813462944,,,0.9279251098632812,
Random (N=14),12,1.4996469566145347,,,0.8189678192138672,
Random (N=14),13,0.49994803385047926,,,0.7879734039306641,
